epoch,acc,loss,val_acc,val_loss
0,0.2909192239372636,1.7669522116527965,0.32404570225039775,1.70770450964815
1,0.363788359055321,1.6169033446586503,0.35971023376920025,1.68787587158575
2,0.39374412205231807,1.5540931773761244,0.4303427238830055,1.4875897610003186
3,0.41899752690897635,1.4937385664974794,0.48843690206593343,1.33299650958207
4,0.44153401372807166,1.4507232831851447,0.5020897300230424,1.30685877962327
5,0.45191403393079554,1.4168014987795043,0.5080802568334928,1.2930472899663246
6,0.4677627224912049,1.389995706413992,0.51838953511135,1.2753560350521231
7,0.4769932773705041,1.364511884646944,0.5054332799846232,1.2845938398470849
8,0.4792922080194295,1.3552465736814092,0.5295347010410074,1.2344650114025204
9,0.48897558257407814,1.3365386372707269,0.532320992798485,1.2147359872726253
10,0.4940262635452022,1.3242005992531174,0.5410978115345648,1.2174088449878309
11,0.4999477515803131,1.312756559846211,0.5227082874049845,1.2685872511831822
12,0.5002612421191961,1.311160638109885,0.5441627314547272,1.1961292533744226
13,0.5037096380967365,1.3039539111329495,0.548481483488868,1.1827611406451815
14,0.5107457591701174,1.2894735918502132,0.5440234170775621,1.1917132237336037
15,0.5101884426527991,1.2858865259624566,0.5553078978722326,1.1557914910635083
16,0.5116165662356614,1.2801955898518373,0.5562830997371979,1.175019490576172
17,0.5131491866672403,1.2699672195114078,0.5593480205001955,1.1494605430575981
18,0.5170852345995753,1.2658435864368656,0.5678462092446795,1.1344793461508142
19,0.5219617541558259,1.2607590630035457,0.5709111305162846,1.130826276694584
20,0.5233550454571668,1.2589592675379757,0.5668710076080686,1.1320223664892404
21,0.525410150129214,1.2513796540797992,0.5743939943962457,1.1295856330507428
22,0.5295203594733083,1.243822550722962,0.5665923783243716,1.1295174008080158
23,0.5327945940338991,1.2406701735017807,0.5668710076412838,1.1350157754181753
24,0.5269427705602738,1.2457102377414953,0.5739760504966495,1.1215424672623915
25,0.5348148664192345,1.231893240303043,0.578852061243501,1.1082975507959594
26,0.5342923821818804,1.2316378294049255,0.572025646226972,1.1183138405392972
27,0.5335609042470933,1.2333899692804937,0.5697966136181544,1.1375937073227609
28,0.5352676860956219,1.2292214239825816,0.577458914887294,1.1024776926727622
29,0.5334912396850886,1.2236087015419321,0.5821956105407781,1.0898642799144678
30,0.5419206520613676,1.2167720702662066,0.5771802858215715,1.104252771865997
31,0.5371834616322407,1.2189198854247032,0.5902758559897671,1.0822156973008776
32,0.5402487024995508,1.2115176896917903,0.587350250114618,1.0783104157133931
33,0.5385070883700199,1.2138966658699288,0.5792700045203126,1.1069236815678447
34,0.5417464906496083,1.2082594610015454,0.5730008488081397,1.1113632067157784
35,0.5426521299961546,1.207896535756334,0.587907507799734,1.071679726687791
36,0.5444634086876903,1.205763361069421,0.5873502499277826,1.0871644585325122
37,0.5435926016242224,1.2062199835020064,0.584424643753697,1.1032220761245752
38,0.5447768992312446,1.2008448803685186,0.5837280712222515,1.0854169016501038
39,0.5476331464021598,1.199184326086802,0.5841460147585568,1.0800168227090887
40,0.5449858929260825,1.193439446732502,0.5909724288512884,1.0684050814518236
41,0.549339928246536,1.1929576344082957,0.5954304950155564,1.072367188872603
42,0.5407363544543454,1.197865717695642,0.597241584490803,1.0578103695198682
43,0.5478769723821523,1.1943488421993713,0.5805238356897345,1.0818345955658395
44,0.5456825385788291,1.1906386399730844,0.5926442036919523,1.0641507458447264
45,0.5465185133602565,1.188686182269391,0.5805238356482155,1.090010992627343
46,0.546832003905368,1.1888733558252176,0.590275855948248,1.0736368422153335
47,0.5511163746581074,1.1825717200662877,0.5870716207997817,1.082138857491549
48,0.5513950329185832,1.1810826712103282,0.5905544849309327,1.0681844835454277
49,0.5544951060684528,1.182068408222764,0.5922262599688116,1.0646379071789411
50,0.5527883242230384,1.1780876163787082,0.595430494992721,1.0729215468709998
51,0.5533804730244734,1.182146340246306,0.5982167871238694,1.0595357445426499
52,0.5549130934570903,1.1769810557166105,0.5984954159404781,1.0519726987791658
53,0.5555052422590443,1.176767553230609,0.5998885611549132,1.0572138424037925
54,0.5472848235786412,1.1836551233262924,0.5845639580665076,1.0815351124386845
55,0.5589536382324324,1.1698126833849705,0.5897185978479423,1.0906482017216292
56,0.5578390051910482,1.1726476183056878,0.6014210215976524,1.0537885076951004
57,0.5565850430220213,1.1699776149347512,0.6026748529331503,1.0522970174420827
58,0.5568985335614233,1.1646599314496735,0.6025355386182637,1.0476257326706775
59,0.5561670556276743,1.1672106738739774,0.6082474359415739,1.0423129729295497
60,0.555923229650277,1.1661643115674163,0.5976595282969817,1.070178338193134
61,0.5570726949747397,1.1687728389269747,0.5996099321099502,1.0446166854982848
62,0.5565850430199452,1.165232233993021,0.6065756610157962,1.0341607957432764
63,0.5611480720352365,1.1663316047205323,0.5952911802418852,1.0828501240903805
64,0.557734508346484,1.1651844093636736,0.6065756610469354,1.030912006588891
65,0.5594761224744578,1.1637805517412676,0.605321829939792,1.0294365504329444
66,0.5586749799724756,1.1644129497121547,0.6000278759784072,1.0552161436815486
67,0.5624020342058205,1.1614123067369513,0.6012817070959304,1.0414760556680769
68,0.5602076004061306,1.1637651437049483,0.6015603363900073,1.0465646393837935
69,0.5619492145330663,1.161697423596372,0.5989133594975428,1.0383343230901811
70,0.561635723990031,1.158972979758724,0.6132627601085782,1.019091312012431
71,0.5630638475760077,1.1576619252394873,0.606018402489921,1.0467491227106884
72,0.5636908286620782,1.1541868259949206,0.5996099323902033,1.0426668609202108
73,0.5643178097471108,1.1527946850378945,0.6035107405372037,1.0414553877935706
74,0.5634470026820858,1.1556593214623867,0.6069936049465318,1.039766978315737
75,0.5666864049621932,1.1503444131113543,0.6121482440138402,1.0266428311384215
76,0.5638649900733185,1.1512324063771031,0.6114516710672049,1.021817913985279
77,0.5625413633376155,1.155181064644828,0.6093619522958056,1.0303345094794316
78,0.5615660594280264,1.150996544587915,0.6023962240127443,1.0403780771887012
79,0.5649447908362956,1.1509804781122124,0.6067149753618221,1.0378039207488017
80,0.5658504301792087,1.151036440721977,0.6022569087325413,1.0556824340558473
81,0.5623323696412206,1.1502000777099968,0.6139593331776944,1.020456854557615
82,0.5640739837691944,1.1497909334984904,0.6167456246237796,1.0195870077749727
83,0.5747326622334322,1.1271740205028247,0.6179994558243408,1.008519534507388
84,0.576996760597722,1.1208887566962566,0.6173028830769967,1.0062980876587317
85,0.575603469296381,1.122696990121216,0.6224575224536214,1.002112610377195
86,0.5778675676658612,1.120196801442089,0.6224575223809632,1.0006175529358114
87,0.5777979031007423,1.118183243367701,0.6207857474261221,1.0019035757329615
88,0.5741056811494378,1.1210823330353858,0.6207857474468816,1.002309361595726
89,0.5761607858173327,1.1216127846099735,0.6198105454677392,1.0006638389007068
90,0.5777979031007423,1.1126316620009775,0.6219002639588854,0.998942987022075
91,0.5783900519021772,1.1105187954360023,0.6223182077131653,0.998769327932769
92,0.5802361628778294,1.1140594412808036,0.6230147805643068,0.9973043556851651
93,0.5748023267975131,1.1201759700640777,0.6234327244223842,0.9986022275297232
94,0.5769619283172387,1.1109200024987642,0.6207857474884007,0.9969607747517221
95,0.5777630708150685,1.111771237055433,0.6232934098999027,0.9957329511873925
96,0.5815597896171657,1.107937069600094,0.6246865555502871,0.9989789786820468
97,0.5760214566881328,1.114084126176229,0.6244079262977292,0.9954266454837646
98,0.5815946218997251,1.1093073125136195,0.6234327244327639,0.9955132919604747
99,0.5800620014634749,1.1136094868596293,0.6244079264222862,0.9917632062159382
100,0.5783900519042533,1.1123883147765203,0.6239899825953481,0.9931666074483116
101,0.5803058274450246,1.108039818444867,0.6223182076924058,0.9927186401720232
102,0.5806193179880598,1.1114768044046441,0.6248258700104901,0.9898237843532505
103,0.577937232228904,1.1104483943967312,0.6212036911596426,0.9965096370873137
104,0.5814901250489325,1.1071399851334316,0.6251044992526682,0.9925861010454049
105,0.5769619283172387,1.1138723877896468,0.6260797012110513,0.9921975125973604
106,0.579330523530245,1.1034697748874023,0.6253831282976312,0.9919981341341946
107,0.5784248841836985,1.1090279778590781,0.6269155886261932,0.9884409415739331
108,0.5808979762485357,1.1092041929943517,0.6238506679586894,0.9921375816154941
109,0.5809676408136546,1.1043354712615854,0.6246865554880087,0.991460186541423
110,0.5847643596105613,1.100405735495181,0.6284480489236162,0.9896864621749776
111,0.5799575046194297,1.1041039994212336,0.6260797011383931,0.9903731105076374
112,0.5836845588532937,1.1009276756867747,0.6252438136505928,0.9911403961383132
113,0.5791215298359261,1.1090538901193807,0.627890790677994,0.9875541543543929
114,0.5873071162374031,1.0967829229793578,0.6281694199201722,0.9889514708061651
115,0.5848688564566826,1.0990857647987464,0.6273335321624985,0.9901785694667848
116,0.5828834163544258,1.10289284839472,0.6242686114846149,0.9950844755167374
117,0.579260858965126,1.1057241051343796,0.6264976449549514,0.9883973659414514
118,0.5814552927694873,1.1047766958144545,0.6264976450276096,0.9892714311093441
119,0.5848688564561636,1.10779800276019,0.6264976449030526,0.9899825653773321
120,0.5809676408136546,1.1060135127226716,0.6299805092833174,0.9868998226950214
121,0.5826395903744332,1.1001364383653827,0.6251044990865923,0.9938655228749246
122,0.5851823469991989,1.1028274131994678,0.6288659925740986,0.9874565148008346
123,0.5824654289616359,1.1021885831028264,0.6267762740414333,0.9884849187525393
124,0.5814204604848516,1.1030913347663782,0.627333532224777,0.9898658368474936
125,0.5843115399362501,1.1023040269376125,0.6262190157854315,0.992021850167804
126,0.582918248633352,1.104474212728933,0.6258010719584933,0.9901573900883308
127,0.5842070430885716,1.1014628264550992,0.628865992636377,0.9889440592723504
128,0.5819429447232437,1.103889061486635,0.6288659927401744,0.9875250466849876
129,0.5807586471182977,1.1004841788409958,0.6246865555606669,0.9891338192827441
130,0.5852868438510296,1.0992329196457562,0.6308163966673203,0.9848029413274791
131,0.5841373785234527,1.1032503705989887,0.6299805094390136,0.986817889070197
132,0.583580062001463,1.1034896761908743,0.6277514762074112,0.9883688042097585
133,0.5857396635206695,1.1005947863928156,0.6274728470067521,0.9871255086621232
